produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
PEQUI                    ,COM CASCA           ,7559,CONDEÚBA-BA                                       ,2908705,BA        ,NORDESTE       ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"6,24"
PEQUI                    ,COM CASCA           ,7559,CRATO-CE                                          ,2304202,CE        ,NORDESTE       ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,68"
PEQUI                    ,COM CASCA           ,7559,PORTEIRAS-CE                                      ,2311108,CE        ,NORDESTE       ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,43"
PEQUI                    ,COM CASCA           ,7559,GOIÂNIA-GO                                        ,5208707,GO        ,CENTRO-OESTE   ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"1,56"
PEQUI                    ,COM CASCA           ,7559,NOVA CRIXÁS-GO                                    ,5214838,GO        ,CENTRO-OESTE   ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,94"
PEQUI                    ,COM CASCA           ,7559,SÍTIO D'ABADIA-GO                                 ,5220702,GO        ,CENTRO-OESTE   ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"1,09"
PEQUI                    ,COM CASCA           ,7559,CORAÇÃO DE JESUS-MG                               ,3118809,MG        ,SUDESTE        ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,48"
PEQUI                    ,COM CASCA           ,7559,JAPONVAR-MG                                       ,3135357,MG        ,SUDESTE        ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,35"
PEQUI                    ,COM CASCA           ,7559,MIRABELA-MG                                       ,3142007,MG        ,SUDESTE        ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,49"
PEQUI                    ,COM CASCA           ,7559,RIO PARDO DE MINAS-MG                             ,3155603,MG        ,SUDESTE        ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,58"
PEQUI                    ,COM CASCA           ,7559,SANTO ANTÔNIO DO RETIRO-MG                        ,3160454,MG        ,SUDESTE        ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,42"
PEQUI                    ,COM CASCA           ,7559,POCONÉ-MT                                         ,5106505,MT        ,CENTRO-OESTE   ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"1,43"
PEQUI                    ,COM CASCA           ,7559,RIBEIRÃO CASCALHEIRA-MT                           ,5107180,MT        ,CENTRO-OESTE   ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"1,07"
PEQUI                    ,COM CASCA           ,7559,SANTO ANTÔNIO DO LEVERGER-MT                      ,5107800,MT        ,CENTRO-OESTE   ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"1,43"
PEQUI                    ,COM CASCA           ,7559,BAIANÓPOLIS-BA                                    ,2902500,BA        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"6,0"
PEQUI                    ,COM CASCA           ,7559,COCOS-BA                                          ,2908101,BA        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"7,0"
PEQUI                    ,COM CASCA           ,7559,CONDEÚBA-BA                                       ,2908705,BA        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"8,17"
PEQUI                    ,COM CASCA           ,7559,CRATO-CE                                          ,2304202,CE        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,85"
PEQUI                    ,COM CASCA           ,7559,PORTEIRAS-CE                                      ,2311108,CE        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,79"
PEQUI                    ,COM CASCA           ,7559,JAPONVAR-MG                                       ,3135357,MG        ,SUDESTE        ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,67"
PEQUI                    ,COM CASCA           ,7559,RIO PARDO DE MINAS-MG                             ,3155603,MG        ,SUDESTE        ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,48"
PEQUI                    ,COM CASCA           ,7559,SANTO ANTÔNIO DO RETIRO-MG                        ,3160454,MG        ,SUDESTE        ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,54"
PEQUI                    ,COM CASCA           ,7559,BOA HORA-PI                                       ,2201770,PI        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,3"
PEQUI                    ,COM CASCA           ,7559,BAIANÓPOLIS-BA                                    ,2902500,BA        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"5,33"
PEQUI                    ,COM CASCA           ,7559,COCOS-BA                                          ,2908101,BA        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"6,33"
PEQUI                    ,COM CASCA           ,7559,CONDEÚBA-BA                                       ,2908705,BA        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"8,03"
PEQUI                    ,COM CASCA           ,7559,PORTEIRAS-CE                                      ,2311108,CE        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"1,5"
PEQUI                    ,COM CASCA           ,7559,SANTO ANTÔNIO DO RETIRO-MG                        ,3160454,MG        ,SUDESTE        ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,67"
PEQUI                    ,COM CASCA           ,7559,BOA HORA-PI                                       ,2201770,PI        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"0,3"
PERFURADOR DE SOLO       ,NÃO INFORMADO       ,4891,FLORES DA CUNHA-RS                                ,4308201,RS        ,SUL            ,2025,8,PREÇO PAGO PELO PRODUTOR                                    ,"7250,0"
PERITO                   ,NÃO INFORMADO       ,13936,DOURADOS-MS                                       ,5003702,MS        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"58,0"
PERITO                   ,NÃO INFORMADO       ,13936,DOURADOS-MS                                       ,5003702,MS        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"60,0"
PERITO                   ,NÃO INFORMADO       ,13936,DOURADOS-MS                                       ,5003702,MS        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"58,4"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"50,57"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CAMPOS NOVOS-SC                                   ,4203600,SC        ,SUL            ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"46,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,ITABERÁ-SP                                        ,3521705,SP        ,SUDESTE        ,2024,10,PREÇO PAGO PELO PRODUTOR                                    ,"50,7"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"92,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"53,7"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,BALSAS-MA                                         ,2101400,MA        ,NORDESTE       ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"65,73"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,UNAÍ-MG                                           ,3170404,MG        ,SUDESTE        ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"70,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CHAPADÃO DO SUL-MS                                ,5002951,MS        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"53,5"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"59,98"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"62,13"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"60,61"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"60,61"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"60,97"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,SÃO GABRIEL-RS                                    ,4318309,RS        ,SUL            ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"59,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,BRASÍLIA-DF                                       ,5300108,DF        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"56,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"92,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"54,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,BALSAS-MA                                         ,2101400,MA        ,NORDESTE       ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"72,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,UNAÍ-MG                                           ,3170404,MG        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"70,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CHAPADÃO DO SUL-MS                                ,5002951,MS        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"55,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"58,12"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"62,28"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CASCAVEL-PR                                       ,4104808,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"60,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"51,2"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"68,87"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"77,61"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PRUDENTÓPOLIS-PR                                  ,4120606,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"51,2"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"59,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,SÃO GABRIEL-RS                                    ,4318309,RS        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"73,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CAMPOS NOVOS-SC                                   ,4203600,SC        ,SUL            ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"62,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,ITABERÁ-SP                                        ,3521705,SP        ,SUDESTE        ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"45,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"92,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,RIO VERDE-GO                                      ,5218805,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"57,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,BALSAS-MA                                         ,2101400,MA        ,NORDESTE       ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"77,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CHAPADÃO DO SUL-MS                                ,5002951,MS        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"60,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"59,7"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CAMPO MOURÃO-PR                                   ,4104303,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"62,28"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,LONDRINA-PR                                       ,4113700,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"64,82"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,PONTA GROSSA-PR                                   ,4119905,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"56,73"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,UBIRATÃ-PR                                        ,4128005,PR        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"64,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,SÃO GABRIEL-RS                                    ,4318309,RS        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"69,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,CAMPOS NOVOS-SC                                   ,4203600,SC        ,SUL            ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"76,35"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,TAQUARITUBA-SP                                    ,3553807,SP        ,SUDESTE        ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"54,0"
PERITO 970 SG            ,970 G/KG ACEFATO ORG,11514,GUARAPUAVA-PR                                     ,4109401,PR        ,SUL            ,2025,9,PREÇO PAGO PELO PRODUTOR                                    ,"50,57"
PERMIT                   ,800 G/L DIETOLATO FM,12520,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"174,0"
PERMIT                   ,500 G/KG            ,10314,CHAPADÃO DO SUL-MS                                ,5002951,MS        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"21,5"
PERMIT                   ,500 G/KG            ,10314,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2024,11,PREÇO PAGO PELO PRODUTOR                                    ,"24,96"
PERMIT                   ,800 G/L DIETOLATO FM,12520,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"170,0"
PERMIT                   ,500 G/KG            ,10314,CHAPADÃO DO SUL-MS                                ,5002951,MS        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"25,0"
PERMIT                   ,500 G/KG            ,10314,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"23,83"
PERMIT                   ,800 G/L DIETOLATO FM,12520,CRISTALINA-GO                                     ,5206206,GO        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"174,0"
PERMIT                   ,500 G/KG            ,10314,CHAPADÃO DO SUL-MS                                ,5002951,MS        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"25,0"
PERMIT                   ,500 G/KG            ,10314,CAMPO NOVO DO PARECIS-MT                          ,5102637,MT        ,CENTRO-OESTE   ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,"24,61"
PERNEIRA                 ,NÃO INFORMADO       ,12294,GOIANÉSIA-GO                                      ,5208608,GO        ,CENTRO-OESTE   ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,
PERNEIRA                 ,SEM VELCRO          ,13891,BELTERRA-PA                                       ,1501451,PA        ,NORTE          ,2025,7,PREÇO PAGO PELO PRODUTOR                                    ,
PHOSTEK®                 ,FUMIGANTE (FU) 570 G,14514,CARIRA-SE                                         ,2801405,SE        ,NORDESTE       ,2025,3,PREÇO PAGO PELO PRODUTOR                                    ,"175,0"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,5"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,5"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,5"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,5"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,03"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,3"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2024,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,94"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2024,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,57"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2024,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,5"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2024,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,79"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2024,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,97"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2024,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,71"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2024,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,98"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2024,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,8"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2024,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,5"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2024,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,8"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2024,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,55"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2024,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,34"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,91"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,8"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,85"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,97"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,72"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,62"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"3,7"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,7"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,78"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,0"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,0"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,53"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,0"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"5,0"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,5"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,03"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,6"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,0"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,0"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"5,0"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,81"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,09"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,16"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,65"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,14"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"5,07"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,9"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,0"
PIACAVA                  ,BENEFICIADA         ,11474,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,2"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,ITUBERÁ-BA                                        ,2917300,BA        ,NORDESTE       ,2025,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,"2,67"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,65"
PIACAVA                  ,BENEFICIADA         ,11474,BARCELOS-AM                                       ,1300409,AM        ,NORTE          ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"5,3"
PIACAVA                  ,BENEFICIADA         ,11474,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"5,0"
PIACAVA                  ,NÃO BENEFICIADA     ,11475,SANTA ISABEL DO RIO NEGRO-AM                      ,1303601,AM        ,NORTE          ,2025,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,"4,15"
